0,prom_ap_cierre,tendencia
20170620,1.0,0.00093
20170621,0.93287,-0.00198
20170622,0.94702,-0.00181
20170623,0.94781,-0.00099
20170626,0.9431,-0.00085
20170627,0.9395,-0.00181
20170628,0.94126,-0.00113
20170629,0.93966,0.00074
20170630,0.93806,-0.00121
20170703,0.93687,-0.00581
20170705,0.93359,-0.00853
20170706,0.93623,-0.01199
20170707,0.94206,-0.0122
20170710,0.92656,-0.01349
20170711,0.90937,-0.01634
20170712,0.90993,-0.01233
20170713,0.89043,-0.00524
20170714,0.87501,0.00588
20170717,0.85939,0.01267
20170718,0.84376,0.01035
20170719,0.8444,0.00254
20170720,0.85631,-0.00534
20170721,0.88252,-0.00574
20170724,0.88804,-0.00241
20170725,0.88028,0.00195
20170726,0.87013,0.00579
20170727,0.86478,0.00682
20170728,0.8671,0.00751
20170731,0.86974,0.00519
20170801,0.87741,-0.00125
20170802,0.8886,-0.0094
20170803,0.89179,-0.01454
20170804,0.9001,-0.00955
20170807,0.89763,0.0157
20170808,0.87941,0.03582
20170809,0.85511,0.04097
20170810,0.84864,0.02663
20170811,0.86526,0.00029
20170814,0.95285,-0.0118
20170815,0.9821,-0.01525
20170816,0.99505,-0.00907
20170817,0.9773,0.00443
20170818,0.95669,0.01565
20170821,0.9423,0.01845
20170822,0.93631,0.01357
20170823,0.94214,0.00158
20170824,0.9789,-0.00508
20170825,0.99928,-0.00455
20170828,1.0,0.0
20170829,0.99944,0.00458
20170830,0.9867,0.00522
20170831,0.98053,0.00268
20170901,0.9867,0.0
20170905,0.99976,-0.00063
20170906,1.0,-0.00295
20170907,1.0,-0.00481
20170908,1.0,-0.00525
20170911,1.0,-0.00315
20170912,0.99685,-0.00106
20170913,0.98682,-0.00071
20170914,0.98253,0.0
20170915,0.98091,0.00297
20170918,0.98407,0.0057
20170919,0.98075,0.00555
20170920,0.97905,0.0034
20170921,0.9835,0.0
20170922,0.99757,0.0
20170925,1.0,0.0
20170926,0.99854,0.0
20170927,1.0,0.0
