fecha,apertura,maximo,minimo,ultima
20090604,135.00,135.00,134.00,134.00
20090603,137.00,137.00,136.00,136.00
20090602,137.00,137.00,136.00,136.00
20090601,140.00,140.00,135.00,135.00
20090529,127.00,133.00,127.00,132.00
20090528,125.00,127.00,125.00,127.00
20090527,124.25,124.50,124.25,124.50
20090526,113.50,120.00,113.50,119.00
20090525,113.50,120.00,113.50,119.00
20090522,113.50,120.00,113.50,119.00
20090521,113.00,113.00,113.00,113.00
20090520,113.50,115.00,113.00,113.00
20090519,110.00,112.00,110.00,112.00
20090518,109.50,110.00,109.50,110.00
20090515,108.00,110.00,108.00,110.00
20090514,108.00,110.00,108.00,110.00
20090513,108.00,108.00,108.00,108.00
20090512,108.00,109.00,107.00,108.00
20090511,108.00,109.00,108.00,109.00
20090508,110.00,110.00,108.00,108.00
20090507,105.00,110.00,105.00,110.00
20090506,110.00,111.00,110.00,111.00
20090505,108.00,108.00,108.00,108.00
20090504,108.50,108.50,107.00,108.00
20090430,107.00,108.00,107.00,108.00
20090429,107.00,107.00,107.00,107.00
20090428,103.00,106.90,102.00,106.90
20090427,99.90,104.00,99.90,103.00
20090424,97.00,99.90,97.00,99.90
20090423,97.00,99.90,97.00,99.90
20090422,100.00,100.00,97.00,97.00
20090421,101.50,103.00,98.00,101.00
20090420,100.00,102.00,98.00,101.00
20090417,100.00,100.60,100.00,100.60
20090416,97.00,98.00,97.00,98.00
20090415,97.20,97.20,97.20,97.20
20090414,97.00,97.50,96.50,97.00
20090413,97.30,98.00,97.30,97.50
20090408,97.00,97.00,97.00,97.00
20090407,96.00,96.00,94.00,94.00
20090406,96.00,96.00,95.00,96.00
20090403,96.00,97.00,96.00,96.00
20090401,92.00,93.00,89.00,90.00
20090331,95.00,97.00,93.00,93.00
20090330,99.00,99.10,93.75,94.00
20090327,105.00,105.00,98.50,100.00
20090326,106.00,111.00,104.00,106.50
20090325,100.00,105.00,100.00,103.00
20090323,94.00,96.50,94.00,96.00
20090320,95.00,96.00,91.00,91.00
20090319,75.00,80.30,75.00,80.30
20090318,70.00,73.00,69.00,73.00
20090317,70.00,70.40,68.00,70.40
20090316,64.00,64.00,64.00,64.00
20090313,65.00,65.00,64.00,64.00
20090312,65.00,65.50,64.00,65.00
20090311,64.10,66.00,63.80,65.00
20090310,65.00,65.10,64.00,64.00
20090309,75.50,75.50,65.00,65.00
20090306,85.00,85.00,76.50,76.50
20090305,90.00,90.00,85.00,85.00
20090304,90.00,90.00,89.00,90.00
20090303,102.00,102.00,98.00,98.00
20090302,106.00,108.00,104.00,104.00
20090227,110.00,110.00,109.00,109.00
20090226,115.00,115.00,115.00,115.00
20090225,115.00,115.00,115.00,115.00
20090224,118.75,118.80,115.00,115.00
20090223,124.00,124.00,119.00,119.00
20090220,152.00,152.00,152.00,152.00
20090219,152.00,152.00,152.00,152.00
20090218,152.00,152.00,152.00,152.00
20090217,152.00,152.00,152.00,152.00
20090216,152.00,152.00,152.00,152.00
20090213,152.00,152.00,152.00,152.00
20090212,152.00,152.00,152.00,152.00
20090211,152.00,152.00,152.00,152.00
20090210,152.00,152.00,152.00,152.00
20090209,153.50,153.50,153.50,153.50
20090206,153.00,153.00,153.00,153.00
20090205,154.00,154.00,153.00,153.00
20090204,151.00,154.00,151.00,154.00
20090203,150.00,150.00,150.00,150.00
20090202,149.90,150.00,149.90,150.00
20090130,151.50,151.50,151.50,151.50
20090129,152.50,152.50,152.50,152.50
20090128,152.00,152.50,152.00,152.50
20090127,152.00,152.00,152.00,152.00
20090126,152.00,152.00,152.00,152.00
20090123,153.75,153.75,150.00,152.00
20090122,153.75,153.75,150.00,152.00
20090121,153.75,153.75,150.00,152.00
20090120,153.75,153.75,150.00,152.00
20090119,150.00,155.00,150.00,155.00
20090116,150.00,155.00,150.00,155.00
20090115,150.00,155.00,150.00,155.00
20090114,155.00,155.00,155.00,155.00
20090113,155.00,155.00,155.00,155.00
20090112,154.00,157.00,154.00,157.00
20090109,159.90,160.00,159.90,160.00
20090108,159.90,160.00,159.90,160.00
20090107,159.90,160.00,159.90,160.00
20090106,162.00,162.00,162.00,162.00
20090105,160.00,160.00,159.50,159.50
20090102,161.00,161.00,160.00,160.00
20081231,161.00,161.00,160.00,160.00
20081230,161.00,161.00,160.00,160.00
20081229,160.00,160.00,158.00,160.00
20081226,160.00,160.00,151.00,159.00
20081224,159.00,160.00,159.00,159.00
20081223,159.00,160.00,159.00,159.00
20081222,159.00,160.00,159.00,159.00
20081219,159.00,160.00,159.00,159.00
20081218,160.00,160.00,160.00,160.00
20081217,160.00,160.00,160.00,160.00
20081216,160.00,160.00,160.00,160.00
20081215,160.00,160.00,159.00,159.00
20081212,160.00,160.00,160.00,160.00
20081211,160.00,160.00,160.00,160.00
20081210,160.00,163.00,160.00,160.00
20081209,159.00,159.00,159.00,159.00
20081205,164.00,166.00,162.00,162.00
20081204,164.00,166.00,162.00,162.00
20081203,163.00,164.00,161.00,164.00
20081202,161.00,161.00,161.00,161.00
20081201,161.00,161.00,161.00,161.00
20081128,161.00,161.00,161.00,161.00
20081127,161.00,161.00,161.00,161.00
20081126,159.00,162.00,159.00,161.00
20081125,155.00,159.00,155.00,159.00
20081124,159.00,159.00,159.00,159.00
20081121,160.00,160.00,158.00,159.00
20081120,160.00,161.00,160.00,160.00
20081119,161.70,165.00,161.70,165.00
20081118,160.00,164.00,160.00,164.00
20081117,169.90,169.90,169.70,169.70
20081114,169.90,169.90,169.70,169.70
20081113,170.00,170.00,170.00,170.00
20081112,179.00,179.00,177.00,177.00
20081111,179.00,179.00,177.00,177.00
20081110,177.00,179.00,177.00,179.00
20081107,174.00,185.00,174.00,183.00
20081106,170.00,177.00,170.00,177.00
20081105,170.00,177.00,170.00,177.00
20081104,168.50,171.00,168.50,171.00
20081103,153.00,168.20,153.00,168.20
20081031,150.00,153.00,150.00,153.00
20081030,146.00,151.00,145.00,151.00
20081029,145.00,145.00,145.00,145.00
20081028,144.00,144.00,143.00,144.00
20081027,143.00,143.00,141.00,143.00
20081024,140.00,150.00,140.00,150.00
20081023,140.00,150.00,140.00,150.00
20081022,140.00,140.00,139.90,140.00
20081021,137.00,140.00,137.00,140.00
20081020,137.00,137.00,137.00,137.00
20081017,136.50,137.00,136.50,137.00
20081016,141.00,141.00,137.70,139.00
20081015,146.00,147.00,146.00,147.00
20081014,146.00,147.00,146.00,147.00
20081013,150.00,151.00,147.60,148.00
20081010,150.00,151.00,147.60,148.00
20081009,150.00,152.00,148.00,152.00
20081008,145.00,148.00,145.00,148.00
20081007,146.00,146.00,145.50,146.00
20081006,148.00,148.00,148.00,148.00
20081003,150.00,150.20,149.00,149.50
20081002,150.00,150.50,149.00,150.00
20081001,150.00,151.00,150.00,150.50
20080930,147.75,150.00,136.00,150.00
20080929,151.80,151.80,148.00,148.00
20080926,152.00,152.00,152.00,152.00
20080925,152.55,152.55,148.50,148.50
20080924,151.00,152.50,151.00,152.50
20080923,151.00,151.00,151.00,151.00
20080922,151.50,152.00,151.00,152.00
20080919,150.00,150.00,148.00,150.00
20080918,147.50,147.50,147.00,147.00
20080917,146.50,147.00,146.50,147.00
20080916,144.50,144.50,144.50,144.50
20080915,150.00,151.00,149.50,150.00
20080912,150.50,150.60,150.20,150.50
20080911,151.00,152.50,150.50,150.50
20080910,150.00,150.50,149.50,150.50
20080909,148.50,149.50,148.50,149.00
20080908,148.00,148.50,148.00,148.50
20080905,146.00,148.00,146.00,148.00
20080904,148.00,148.00,146.50,146.50
20080903,147.50,147.50,147.50,147.50
20080902,146.00,147.00,146.00,147.00
20080901,147.00,147.00,147.00,147.00
20080829,146.00,149.50,146.00,149.50
20080828,147.00,147.00,147.00,147.00
20080827,146.50,147.00,146.50,147.00
20080826,147.00,147.00,145.00,147.00
20080825,147.00,148.00,147.00,147.00
20080822,147.50,148.50,147.00,148.50
20080821,147.50,148.50,147.00,148.50
20080820,147.50,148.50,147.00,148.50
20080819,147.00,147.50,147.00,147.50
20080815,147.00,148.00,147.00,148.00
20080814,147.00,147.00,146.50,147.00
20080813,146.00,148.00,146.00,148.00
20080812,146.50,146.50,146.00,146.00
20080811,146.00,146.50,146.00,146.50
20080808,148.00,149.00,147.40,148.00
20080807,146.50,149.00,146.50,149.00
20080806,145.75,146.50,145.50,146.50
20080805,146.00,146.50,146.00,146.50
20080804,146.00,146.50,146.00,146.50
20080801,146.00,146.00,146.00,146.00
20080731,145.00,147.00,145.00,147.00
20080730,143.00,146.00,143.00,145.00
20080729,146.00,146.50,146.00,146.00
20080728,145.00,145.00,145.00,145.00
20080725,145.00,145.00,145.00,145.00
20080724,145.00,145.00,145.00,145.00
20080723,146.50,146.50,145.00,145.00
20080722,146.00,146.00,146.00,146.00
20080721,147.00,148.00,145.00,145.00
20080718,148.00,150.00,148.00,149.50
20080717,148.00,150.00,148.00,149.50
20080716,150.85,150.90,148.00,148.00
20080715,151.00,151.00,150.00,151.00
20080714,150.50,150.50,150.00,150.00
20080711,150.00,150.00,149.00,149.00
20080710,150.00,150.00,149.00,150.00
20080708,148.00,149.50,148.00,149.30
20080707,151.00,151.50,149.00,151.00
20080704,151.00,151.00,148.00,151.00
20080703,151.00,151.50,151.00,151.00
20080702,152.90,152.90,150.00,151.50
20080701,153.00,153.00,152.00,153.00
20080630,151.50,153.00,151.50,153.00
20080627,151.00,151.50,151.00,151.50
20080626,153.00,153.00,151.50,151.50
20080625,153.00,153.00,153.00,153.00
20080624,153.00,153.00,153.00,153.00
20080623,152.00,155.00,151.00,155.00
20080620,152.00,152.00,152.00,152.00
20080619,151.50,152.00,151.50,152.00
20080618,152.00,152.00,152.00,152.00
20080617,151.50,152.50,151.50,152.00
20080613,151.00,151.50,151.00,151.50
20080612,152.00,152.50,150.00,150.00
20080611,151.50,152.50,151.00,152.50
20080610,150.00,150.00,150.00,150.00
20080609,152.00,152.00,150.00,150.00
20080606,151.50,152.00,151.50,152.00
20080605,151.00,151.00,151.00,151.00
20080604,154.00,154.00,149.00,149.00
20080603,154.50,154.50,153.00,154.00
20080602,154.00,155.00,153.00,153.00
20080530,151.00,154.50,151.00,154.50
20080529,156.00,156.00,155.00,155.00
20080528,155.25,156.00,155.00,155.50
20080527,155.00,155.25,154.75,155.25
20080526,155.00,155.00,154.50,154.50
20080523,155.00,155.50,155.00,155.50
20080522,153.00,156.50,153.00,155.50
20080521,154.10,155.50,153.00,153.00
20080520,149.50,149.50,148.00,149.50
20080519,150.00,150.00,149.00,149.00
20080516,151.00,151.00,149.00,149.00
20080515,151.00,151.50,151.00,151.00
20080514,151.00,151.50,150.50,151.00
20080513,150.00,152.00,148.00,150.50
20080512,148.00,150.00,147.50,150.00
20080509,146.70,147.50,146.00,147.00
20080508,144.00,146.00,143.50,145.00
20080507,147.00,147.00,143.00,144.00
20080506,147.00,150.00,146.00,150.00
20080505,144.00,145.70,144.00,145.00
20080502,141.50,143.50,141.50,143.50
20080430,143.50,143.50,139.00,140.80
20080429,144.50,144.50,143.50,143.50
20080428,146.00,146.00,144.50,145.25
20080425,148.00,148.00,145.50,146.00
20080424,149.50,151.00,149.00,149.00
20080423,146.50,149.50,146.50,149.50
20080422,142.50,146.50,142.50,146.50
20080421,144.00,144.00,142.25,142.75
20080418,139.00,141.50,139.00,141.50
20080417,138.00,141.00,138.00,140.00
20080416,137.00,138.00,137.00,137.50
20080415,136.00,138.00,136.00,137.00
20080414,137.00,137.00,135.50,136.00
20080411,138.50,138.50,136.50,136.50
20080410,139.50,139.50,138.00,138.50
20080409,137.00,139.50,137.00,139.50
20080408,139.00,140.50,139.00,140.00
20080407,142.00,143.00,140.00,140.00
20080404,141.50,141.50,140.00,141.50
20080403,140.00,141.50,140.00,141.50
20080401,140.00,140.25,140.00,140.00
20080331,140.00,142.00,140.00,142.00
20080328,139.80,140.20,139.50,139.50
20080327,140.00,141.00,140.00,140.40
20080326,137.00,141.00,137.00,139.00
20080325,136.00,139.00,136.00,139.00
20080320,135.00,136.00,134.00,136.00
20080319,135.00,136.00,134.00,136.00
20080318,136.00,137.00,134.00,136.00
20080317,140.00,140.00,134.00,135.00
20080314,142.50,142.50,140.00,141.00
20080313,139.00,139.40,138.00,139.35
20080312,139.00,143.00,139.00,140.00
20080311,132.00,139.00,132.00,139.00
20080310,131.00,132.00,131.00,132.00
20080307,128.90,133.00,128.90,131.00
20080306,128.00,130.00,128.00,129.00
20080305,125.50,127.00,125.50,127.00
20080304,126.50,126.50,125.00,125.50
20080303,129.00,129.00,126.50,126.50
20080229,128.00,130.00,126.50,130.00
20080228,128.90,129.50,128.90,129.00
20080227,125.50,130.00,125.00,130.00
20080226,126.00,126.20,125.80,125.80
20080225,133.80,137.00,133.80,137.00
20080222,130.50,133.00,130.50,133.00
20080221,126.00,127.00,126.00,126.00
20080220,126.00,127.00,126.00,126.00
20080219,128.00,128.00,125.00,126.00
20080218,126.25,128.00,126.25,128.00
20080215,124.00,125.00,124.00,125.00
20080214,124.00,124.00,123.70,124.00
20080213,124.00,124.00,123.95,124.00
20080212,123.00,123.60,122.50,123.40
20080211,122.50,123.00,122.40,122.50
20080208,123.00,125.00,122.70,122.70
20080207,122.50,125.00,122.00,123.00
20080206,120.00,122.50,120.00,122.50
20080205,121.00,121.00,121.00,121.00
20080204,121.00,121.10,121.00,121.00
20080201,121.00,121.00,121.00,121.00
20080131,119.00,122.00,119.00,122.00
20080130,121.00,121.00,121.00,121.00
20080129,122.00,122.00,120.00,122.00
20080128,124.00,124.00,122.00,122.00
20080125,124.25,124.50,123.00,124.50
20080124,123.00,124.00,122.90,123.00
20080123,122.00,122.00,120.00,120.00
20080122,120.00,122.50,120.00,122.50
20080121,120.00,120.00,118.00,118.00
20080118,122.00,123.00,121.80,123.00
20080117,124.00,124.50,121.00,121.00
20080116,126.00,126.00,124.00,124.00
20080115,133.00,133.00,130.50,130.50
20080114,136.00,136.00,132.50,133.00
20080111,134.00,135.00,134.00,135.00
20080110,135.50,136.00,135.00,135.00
20080109,139.00,139.00,135.00,135.00
20080108,137.00,140.00,137.00,140.00
20080107,138.50,139.00,135.00,137.00
20080104,136.00,138.00,135.50,138.00
20080103,139.00,139.50,135.00,137.00
20080102,134.00,139.00,134.00,139.00
20071228,135.80,135.80,130.00,130.00
20071227,130.00,136.00,130.00,136.00
20071226,118.00,120.00,118.00,120.00
20071224,118.00,120.00,118.00,120.00
20071221,118.00,120.00,118.00,120.00
20071220,118.00,120.00,118.00,120.00
20071219,118.00,118.00,118.00,118.00
20071218,116.00,118.00,116.00,118.00
20071217,118.00,119.00,117.00,119.00
20071214,119.00,119.00,118.00,118.00
20071213,120.00,120.00,120.00,120.00
20071212,119.00,120.00,119.00,120.00
20071211,120.00,120.00,118.00,118.50
20071210,118.00,120.00,117.00,120.00
20071207,120.50,121.00,120.00,120.00
20071206,120.00,120.00,120.00,120.00
20071205,118.00,119.00,117.80,119.00
20071204,120.00,120.00,118.00,119.00
20071203,120.00,120.00,118.00,119.00
20071130,121.00,121.00,119.50,120.00
20071129,120.00,120.00,118.50,120.00
20071128,122.50,122.50,119.00,120.00
20071127,124.00,124.00,123.50,123.50
20071126,124.00,126.00,124.00,124.50
20071123,124.00,124.50,123.00,124.50
20071122,125.00,125.00,124.00,124.00
20071121,123.00,126.00,123.00,125.00
20071120,124.00,124.00,124.00,124.00
20071119,124.00,124.00,124.00,124.00
20071116,125.00,125.00,122.00,124.00
20071115,127.00,127.00,124.00,124.00
20071114,127.00,127.00,124.00,124.00
20071113,125.00,126.00,125.00,126.00
20071112,126.50,126.50,123.00,125.00
20071109,132.00,132.00,126.00,129.00
20071108,137.00,137.00,134.00,134.00
20071107,134.00,135.00,134.00,135.00
20071106,132.50,134.00,131.00,133.00
20071105,132.50,134.00,131.00,133.00
20071102,140.00,141.25,133.00,136.50
20071101,139.00,141.00,138.00,140.80
20071031,137.80,141.50,137.80,141.50
20071030,140.00,140.50,136.75,137.80
20071029,142.00,145.00,140.00,140.00
20071026,140.00,142.00,138.00,142.00
20071025,128.00,140.00,128.00,140.00
20071024,131.00,131.50,131.00,131.00
20071023,132.00,132.00,130.00,130.00
20071022,132.00,132.00,129.90,130.00
20071019,131.00,132.00,130.50,132.00
20071018,130.00,131.00,130.00,131.00
20071017,131.00,131.00,130.00,130.00
20071016,127.00,131.00,127.00,131.00
20071012,124.00,127.00,124.00,127.00
20071011,126.00,127.00,124.00,124.00
20071010,123.00,125.00,123.00,125.00
20071009,124.40,124.40,123.00,123.00
20071008,124.00,124.50,124.00,124.40
20071005,124.00,124.50,124.00,124.40
20071004,123.50,124.50,123.40,124.00
20071003,123.00,123.50,122.25,123.40
20071002,124.50,124.50,123.50,123.50
20071001,123.90,123.90,123.50,123.50
20070928,124.00,124.00,122.00,124.00
20070927,122.50,122.90,122.50,122.90
20070926,122.50,122.70,122.50,122.50
20070925,123.40,123.50,123.40,123.50
20070924,123.00,123.00,123.00,123.00
20070921,122.50,123.50,122.50,122.50
20070920,120.00,123.00,120.00,122.50
20070919,120.00,120.00,118.00,119.00
20070918,118.00,120.00,118.00,120.00
20070917,117.00,118.10,117.00,118.00
20070914,117.50,119.50,117.50,119.50
20070913,117.50,118.50,117.50,118.50
20070912,117.00,117.00,117.00,117.00
20070911,118.00,118.00,117.00,117.00
20070910,120.00,120.00,117.50,118.00
20070907,122.00,122.00,122.00,122.00
20070906,125.00,125.00,125.00,125.00
20070905,126.80,126.80,126.80,126.80
20070904,127.00,127.80,126.00,127.80
20070903,125.50,125.50,125.00,125.00
20070831,125.40,125.70,125.40,125.40
20070830,126.00,126.00,125.80,125.80
20070829,126.00,126.00,126.00,126.00
20070828,126.50,127.00,126.50,127.00
20070827,125.00,128.00,125.00,128.00
20070824,126.50,127.50,125.50,126.50
20070823,125.50,129.00,125.50,126.50
20070822,121.00,125.00,120.00,125.00
20070821,119.00,120.00,119.00,119.00
20070817,111.00,112.00,109.00,111.00
20070816,107.80,117.00,107.80,110.90
20070815,119.50,120.00,119.00,119.00
20070814,123.00,123.00,120.00,120.00
20070813,123.20,123.20,123.00,123.00
20070810,122.00,124.00,122.00,123.00
20070809,120.80,121.00,120.80,121.00
20070808,126.00,126.00,122.50,122.50
20070807,129.00,129.00,124.50,125.00
20070806,130.00,130.00,126.00,127.00
20070803,135.00,135.00,135.00,135.00
20070802,139.50,139.50,138.50,139.50
20070801,138.50,138.50,138.00,138.40
20070731,137.00,138.50,137.00,138.50
20070730,134.50,135.00,134.50,135.00
20070727,136.70,136.70,134.50,135.00
20070726,142.00,142.00,135.00,137.00
20070725,139.00,142.00,139.00,142.00
20070724,141.50,142.00,140.00,140.00
20070723,142.00,142.00,141.50,141.50
20070720,143.00,143.00,143.00,143.00
20070719,142.00,143.50,141.90,143.50
20070718,140.00,142.00,140.00,142.00
20070717,140.50,141.00,139.00,140.00
20070716,141.00,141.00,139.00,139.00
20070713,141.00,141.00,140.50,141.00
20070712,140.50,140.50,139.50,140.50
20070711,140.00,140.00,140.00,140.00
20070710,138.00,141.00,138.00,141.00
20070706,139.00,139.10,137.00,139.00
20070705,139.00,139.00,138.00,139.00
20070704,138.00,139.00,138.00,139.00
20070703,139.00,140.00,138.90,139.20
20070702,139.00,140.00,139.00,139.00
20070629,138.50,139.50,138.50,139.00
20070628,138.00,138.90,137.10,138.10
20070627,134.00,137.90,133.05,137.90
20070626,139.00,139.00,135.00,135.00
20070625,139.50,139.50,138.00,138.00
20070622,141.00,141.00,140.00,141.00
20070621,141.70,142.00,141.00,141.00
20070620,141.50,142.80,141.00,141.50
20070619,136.50,143.50,136.50,141.00
20070615,129.00,130.50,129.00,130.50
20070614,128.25,129.00,128.25,129.00
20070613,128.50,128.50,128.25,128.25
20070612,128.30,128.50,128.00,128.50
20070611,129.00,129.00,128.00,128.55
20070608,128.00,128.50,128.00,128.50
20070607,130.00,130.00,129.00,130.00
20070606,131.00,131.50,130.60,131.00
20070605,131.50,131.50,130.50,131.00
20070604,131.00,131.75,131.00,131.75
20070601,130.50,130.70,130.00,130.50
20070531,133.00,133.00,130.00,130.50
20070530,130.00,131.00,130.00,130.80
20070529,128.50,130.00,128.50,130.00
20070528,128.00,129.00,128.00,129.00
20070524,130.00,130.00,128.00,128.00
20070523,128.50,130.00,128.50,130.00
20070522,127.50,128.25,127.50,128.25
20070521,127.90,127.90,126.00,127.25
20070518,127.00,128.00,127.00,127.00
20070517,128.00,128.00,127.00,127.00
20070516,128.00,128.00,127.00,127.00
20070515,129.00,129.00,127.70,127.70
20070514,127.80,128.00,127.80,128.00
20070511,128.80,128.80,128.00,128.00
20070510,128.50,128.50,128.00,128.10
20070509,129.50,129.50,128.50,128.50
20070508,129.75,130.00,129.00,129.30
20070507,129.75,129.75,128.50,129.75
20070504,130.00,130.00,129.00,129.75
20070503,130.50,130.50,130.00,130.00
20070502,129.50,132.00,129.50,130.00
20070430,130.00,131.00,129.50,129.50
20070427,130.00,130.00,129.50,130.00
20070426,130.00,130.00,130.00,130.00
20070425,130.50,130.50,129.00,130.00
20070424,130.10,130.25,130.00,130.00
20070423,130.00,131.00,129.00,129.40
20070420,131.00,131.00,129.00,130.00
20070419,131.50,132.00,131.00,132.00
20070418,132.50,132.50,132.00,132.50
20070417,132.00,133.00,132.00,132.00
20070416,133.00,134.00,133.00,133.00
20070413,135.00,135.00,134.00,134.00
20070412,134.50,135.00,134.50,135.00
20070411,134.00,134.50,134.00,134.50
20070410,134.50,135.00,134.50,135.00
20070409,134.00,134.50,133.50,134.50
20070405,135.00,135.00,133.50,134.00
20070404,135.00,135.00,133.50,134.00
20070403,134.00,134.50,133.00,134.50
20070330,127.00,130.00,126.70,130.00
20070329,127.50,127.50,126.65,126.90
20070328,127.00,127.20,126.80,127.00
20070327,127.00,127.25,127.00,127.00
20070326,128.00,128.00,126.50,127.00
20070323,128.00,128.00,127.50,127.50
20070322,127.00,128.00,127.00,127.50
20070321,128.00,128.25,127.25,127.50
20070320,126.00,127.70,126.00,127.50
20070319,126.80,126.80,126.00,126.00
20070316,127.00,128.50,126.00,126.80
20070315,131.00,133.00,130.10,133.00
20070314,133.00,133.50,127.00,131.00
20070313,135.00,136.00,135.00,135.00
20070312,137.50,137.50,137.50,137.50
20070309,138.75,139.00,138.50,139.00
20070308,137.00,139.50,137.00,139.00
20070307,133.00,136.50,133.00,136.50
20070306,131.00,133.00,131.00,133.00
20070305,130.00,130.50,129.00,129.00
20070302,134.25,135.00,132.50,132.50
20070301,134.00,135.00,134.00,135.00
20070228,132.50,135.50,132.50,135.10
20070227,136.00,136.50,133.60,135.50
20070226,136.00,137.50,136.00,137.50
20070223,136.00,136.00,135.00,135.00
20070222,134.50,137.00,134.50,137.00
20070221,134.00,134.50,134.00,134.50
20070220,135.50,135.50,134.00,134.50
20070219,135.00,135.50,135.00,135.50
20070216,136.00,136.00,135.50,135.50
20070215,137.50,137.50,136.00,136.00
20070214,138.50,138.50,138.00,138.00
20070213,139.50,139.50,138.50,138.50
20070212,139.50,139.50,138.50,138.50
20070209,141.00,141.00,139.30,139.80
20070208,133.00,141.00,133.00,140.10
20070207,149.50,149.95,147.50,147.50
20070206,153.00,154.50,152.80,152.80
20070205,150.00,154.50,150.00,153.00
20070202,147.00,148.00,147.00,147.50
20070201,146.00,147.00,146.00,146.00
20070131,145.00,147.00,145.00,146.00
20070130,145.00,147.00,145.00,145.00
20070129,143.00,147.00,143.00,147.00
20070126,141.00,143.00,141.00,142.00
20070125,140.00,140.00,140.00,140.00
20070124,139.50,140.00,139.50,140.00
20070123,132.00,139.50,132.00,139.50
20070122,130.00,130.00,130.00,130.00
20070119,130.60,130.60,125.00,126.00
20070118,132.00,132.00,130.50,130.50
20070117,135.00,135.00,130.00,130.00
20070116,140.00,140.00,135.50,135.50
20070115,138.00,138.00,137.00,137.00
20070112,138.00,138.00,137.00,137.00
20070111,138.00,138.00,138.00,138.00
20070110,138.00,138.00,138.00,138.00
20070109,135.00,138.00,135.00,138.00
20070108,141.00,141.00,138.00,138.00
20070105,140.00,140.00,140.00,140.00
20070104,142.00,146.00,140.00,140.00
20070103,145.00,146.00,142.00,142.00
20070102,145.00,146.00,145.00,146.00
20061229,144.00,145.10,144.00,145.00
20061228,144.00,145.10,144.00,145.00
20061227,143.70,144.00,143.70,144.00
20061226,143.70,143.70,143.70,143.70
20061222,144.00,144.00,144.00,144.00
20061221,148.00,148.00,144.00,144.00
20061220,148.00,148.00,148.00,148.00
20061219,152.00,152.00,148.00,149.00
20061218,152.00,152.00,148.00,149.00
20061215,152.50,152.95,152.50,152.95
20061214,152.00,152.50,152.00,152.50
20061213,151.50,152.00,151.00,152.00
20061212,152.00,153.00,151.50,151.50
20061211,149.00,152.00,149.00,151.00
20061208,148.00,148.00,148.00,148.00
20061207,148.00,148.00,148.00,148.00
20061206,148.50,148.50,147.00,147.00
20061205,149.00,149.00,146.00,148.50
20061204,148.00,149.00,148.00,148.00
20061201,147.00,149.00,146.00,148.00
20061130,144.00,146.00,144.00,146.00
20061129,142.00,144.00,142.00,142.00
20061128,137.00,142.00,137.00,142.00
20061127,138.00,141.00,138.00,138.00
20061124,140.00,140.00,140.00,140.00
20061123,140.00,140.00,140.00,140.00
20061122,133.50,140.00,133.50,140.00
20061121,133.00,133.00,131.00,131.00
20061120,132.00,132.00,132.00,132.00
20061117,131.00,132.00,131.00,132.00
20061116,133.00,133.00,132.00,132.00
20061115,133.00,133.10,133.00,133.10
20061114,134.00,134.00,133.70,133.70
20061113,135.00,135.00,133.95,134.20
20061110,137.00,137.00,137.00,137.00
20061109,137.00,137.00,137.00,137.00
20061108,135.50,135.60,135.50,135.50
20061107,137.00,137.00,135.00,135.50
20061106,141.00,143.00,141.00,143.00
20061103,141.00,143.00,141.00,143.00
20061102,144.00,144.00,141.00,141.00
20061101,143.00,144.00,143.00,144.00
20061031,142.50,142.50,142.00,142.00
20061030,145.50,145.50,142.50,142.50
20061027,145.50,145.50,142.50,142.50
20061026,146.90,147.00,146.90,147.00
20061025,149.00,149.00,148.00,148.00
20061024,149.00,149.00,148.00,148.00
20061023,149.00,149.00,148.00,148.00
20061020,149.00,149.00,149.00,149.00
20061019,147.50,149.50,147.50,149.50
20061018,146.00,147.00,146.00,147.00
20061017,144.50,145.00,144.50,145.00
20061016,144.50,144.50,144.50,144.50
20061013,144.50,144.50,144.50,144.50
20061011,140.50,142.50,140.10,142.50
20061010,138.00,140.40,138.00,140.35
20061009,135.00,136.00,135.00,136.00
20061006,132.80,136.00,132.80,136.00
20061005,132.80,136.00,132.80,136.00
20061004,132.80,136.00,132.80,136.00
20061003,135.00,136.00,135.00,136.00
20061002,135.00,136.00,135.00,136.00
20060929,135.00,135.00,135.00,135.00
20060928,135.50,135.50,135.50,135.50
20060927,133.00,137.00,133.00,135.50
20060926,133.00,133.00,133.00,133.00
20060925,136.50,136.50,136.50,136.50
20060922,136.50,136.50,136.50,136.50
20060921,135.00,135.00,135.00,135.00
20060920,135.00,135.00,135.00,135.00
20060919,135.00,137.00,135.00,135.00
20060918,132.00,132.00,132.00,132.00
20060915,130.00,132.00,130.00,132.00
20060914,132.50,132.95,132.50,132.95
20060913,132.50,132.95,132.50,132.95
20060912,132.50,132.95,132.50,132.95
20060911,131.00,133.40,131.00,133.40
20060908,137.05,137.05,137.00,137.00
20060907,136.50,136.50,136.50,136.50
20060906,137.80,137.80,137.80,137.80
20060905,141.00,141.00,140.00,140.00
20060904,141.00,141.00,140.00,140.00
20060901,141.00,141.00,140.00,140.00
20060831,136.00,138.00,135.50,138.00
20060830,135.00,135.00,134.50,134.90
20060829,136.00,136.00,135.00,136.00
20060828,138.00,138.00,138.00,138.00
20060825,133.00,136.00,133.00,136.00
20060824,130.00,130.00,130.00,130.00
20060823,128.00,128.00,128.00,128.00
20060822,124.00,130.00,124.00,130.00
